Sl No,Timestamp,Day of Week,Weekday/Weekend,Weather,Festival/Holiday,Calamities,Road Construction,Traffic Density,Time Delay (min),Vehicle Density (veh/km)
991,2025-10-11 07:30,Saturday,Weekend,Light Rain,None,None,None,Low,3,26
992,2025-10-11 07:45,Saturday,Weekend,Cloudy,None,None,None,Medium,8,63
993,2025-10-11 08:00,Saturday,Weekend,Clear,None,None,None,Medium,8,57
994,2025-10-11 08:15,Saturday,Weekend,Rainy,None,None,None,Low,3,22
995,2025-10-11 08:30,Saturday,Weekend,Clear,None,None,None,Low,4,25
996,2025-10-11 08:45,Saturday,Weekend,Clear,None,None,None,Low,1,27
997,2025-10-11 09:00,Saturday,Weekend,Light Rain,None,None,None,Medium,9,60
998,2025-10-11 09:15,Saturday,Weekend,Light Rain,None,None,None,Low,5,20
999,2025-10-11 09:30,Saturday,Weekend,Cloudy,None,None,None,Medium,7,51
1000,2025-10-11 09:45,Saturday,Weekend,Cloudy,None,None,None,Low,1,27
1001,2025-10-11 10:00,Saturday,Weekend,Cloudy,None,None,None,Medium,6,70
1002,2025-10-11 10:15,Saturday,Weekend,Clear,None,None,None,High,17,77
1003,2025-10-11 10:30,Saturday,Weekend,Clear,None,None,None,Medium,7,44
1004,2025-10-11 10:45,Saturday,Weekend,Light Rain,None,None,None,Medium,5,49
1005,2025-10-11 11:00,Saturday,Weekend,Light Rain,None,None,None,Medium,10,68
1006,2025-10-11 11:15,Saturday,Weekend,Clear,None,None,None,High,22,88
1007,2025-10-11 11:30,Saturday,Weekend,Clear,None,None,None,Medium,10,65
1008,2025-10-11 11:45,Saturday,Weekend,Light Rain,None,None,None,Medium,9,59
1009,2025-10-11 12:00,Saturday,Weekend,Light Rain,None,None,None,High,15,84
1010,2025-10-11 12:15,Saturday,Weekend,Clear,None,None,None,Medium,5,47
1011,2025-10-11 12:30,Saturday,Weekend,Cloudy,None,None,None,Medium,6,41
1012,2025-10-11 12:45,Saturday,Weekend,Clear,None,None,None,High,18,89
1013,2025-10-11 13:00,Saturday,Weekend,Clear,None,None,None,Medium,7,46
1014,2025-10-11 13:15,Saturday,Weekend,Light Rain,None,None,None,Medium,10,58
1015,2025-10-11 13:30,Saturday,Weekend,Sunny,None,None,None,High,20,106
1016,2025-10-11 13:45,Saturday,Weekend,Light Rain,None,None,None,Medium,10,63
1017,2025-10-11 14:00,Saturday,Weekend,Light Rain,None,None,None,Medium,5,49
1018,2025-10-11 14:15,Saturday,Weekend,Cloudy,None,None,None,Medium,7,53
1019,2025-10-11 14:30,Saturday,Weekend,Rainy,None,None,None,High,12,104
1020,2025-10-11 14:45,Saturday,Weekend,Clear,None,None,None,High,17,108
1021,2025-10-11 15:00,Saturday,Weekend,Light Rain,None,None,None,Medium,6,53
1022,2025-10-11 15:15,Saturday,Weekend,Light Rain,None,None,None,High,12,90
1023,2025-10-11 15:30,Saturday,Weekend,Cloudy,None,None,None,Medium,5,65
1024,2025-10-11 15:45,Saturday,Weekend,Clear,None,None,None,Medium,10,69
1025,2025-10-11 16:00,Saturday,Weekend,Cloudy,None,None,None,High,16,114
1026,2025-10-11 16:15,Saturday,Weekend,Cloudy,None,None,None,Medium,7,51
1027,2025-10-11 16:30,Saturday,Weekend,Cloudy,None,None,None,Medium,9,65
1028,2025-10-11 16:45,Saturday,Weekend,Rainy,None,None,None,High,15,113
1029,2025-10-11 17:00,Saturday,Weekend,Light Rain,None,None,None,Medium,5,42
1030,2025-10-11 17:15,Saturday,Weekend,Clear,None,None,None,High,21,118
1031,2025-10-11 17:30,Saturday,Weekend,Clear,None,None,None,High,25,86
1032,2025-10-11 17:45,Saturday,Weekend,Clear,None,None,None,High,17,89
1033,2025-10-11 18:00,Saturday,Weekend,Light Rain,None,None,None,High,11,93
1034,2025-10-11 18:15,Saturday,Weekend,Clear,None,None,None,High,18,101
1035,2025-10-11 18:30,Saturday,Weekend,Sunny,None,None,None,Medium,7,57
1036,2025-10-11 18:45,Saturday,Weekend,Clear,None,None,None,Medium,7,45
1037,2025-10-11 19:00,Saturday,Weekend,Clear,None,None,None,High,12,97
1038,2025-10-11 19:15,Saturday,Weekend,Cloudy,None,None,None,Medium,6,57
1039,2025-10-11 19:30,Saturday,Weekend,Clear,None,None,None,High,23,109
1040,2025-10-11 19:45,Saturday,Weekend,Clear,None,None,None,High,11,91
1041,2025-10-11 20:00,Saturday,Weekend,Clear,None,None,None,Medium,10,50
1042,2025-10-11 20:15,Saturday,Weekend,Sunny,None,None,None,Medium,10,59
1043,2025-10-11 20:30,Saturday,Weekend,Sunny,None,None,None,High,14,114
1044,2025-10-11 20:45,Saturday,Weekend,Clear,None,None,None,High,10,113
1045,2025-10-11 21:00,Saturday,Weekend,Sunny,None,None,None,High,25,107
1046,2025-10-11 21:15,Saturday,Weekend,Light Rain,None,None,None,Medium,5,46
1047,2025-10-11 21:30,Saturday,Weekend,Clear,None,None,None,High,11,105
1048,2025-10-11 21:45,Saturday,Weekend,Cloudy,None,None,None,Medium,9,48
1049,2025-10-11 22:00,Saturday,Weekend,Light Rain,None,None,None,Low,3,34
1050,2025-10-11 22:15,Saturday,Weekend,Clear,None,None,None,Low,0,24
1051,2025-10-11 22:30,Saturday,Weekend,Clear,None,None,None,Medium,5,61
1052,2025-10-11 22:45,Saturday,Weekend,Rainy,None,None,None,Low,2,22
1053,2025-10-11 23:00,Saturday,Weekend,Sunny,None,None,None,Medium,8,65
1054,2025-10-11 23:15,Saturday,Weekend,Light Rain,None,None,None,Low,4,29
1055,2025-10-11 23:30,Saturday,Weekend,Clear,None,None,None,Medium,10,53
1056,2025-10-11 23:45,Saturday,Weekend,Cloudy,None,None,None,Low,3,29
1057,2025-10-12 00:00,Sunday,Weekend,Sunny,None,None,None,Low,2,40
1058,2025-10-12 00:15,Sunday,Weekend,Clear,None,None,None,Medium,7,65
1059,2025-10-12 00:30,Sunday,Weekend,Light Rain,None,None,None,Medium,6,53
1060,2025-10-12 00:45,Sunday,Weekend,Sunny,None,None,None,Low,0,37
1061,2025-10-12 01:00,Sunday,Weekend,Light Rain,None,None,None,Medium,9,45
1062,2025-10-12 01:15,Sunday,Weekend,Rainy,None,None,None,Medium,6,49
1063,2025-10-12 01:30,Sunday,Weekend,Sunny,None,None,None,Medium,5,53
1064,2025-10-12 01:45,Sunday,Weekend,Clear,None,None,None,Low,0,25
1065,2025-10-12 02:00,Sunday,Weekend,Sunny,None,None,None,Medium,9,56
1066,2025-10-12 02:15,Sunday,Weekend,Sunny,None,None,None,Medium,8,68
1067,2025-10-12 02:30,Sunday,Weekend,Cloudy,None,None,None,Low,0,26
1068,2025-10-12 02:45,Sunday,Weekend,Clear,None,None,None,Low,3,35
1069,2025-10-12 03:00,Sunday,Weekend,Sunny,None,None,None,Medium,7,65
1070,2025-10-12 03:15,Sunday,Weekend,Clear,None,None,None,Medium,5,64
1071,2025-10-12 03:30,Sunday,Weekend,Clear,None,None,None,Low,2,32
1072,2025-10-12 03:45,Sunday,Weekend,Clear,None,None,None,Medium,9,69
1073,2025-10-12 04:00,Sunday,Weekend,Clear,None,None,None,Low,5,29
1074,2025-10-12 04:15,Sunday,Weekend,Cloudy,None,None,None,Low,0,35
1075,2025-10-12 04:30,Sunday,Weekend,Rainy,None,None,None,Low,1,40
1076,2025-10-12 04:45,Sunday,Weekend,Clear,None,None,None,Medium,5,68
1077,2025-10-12 05:00,Sunday,Weekend,Sunny,None,None,None,Low,4,40
1078,2025-10-12 05:15,Sunday,Weekend,Sunny,None,None,None,Medium,10,58
1079,2025-10-12 05:30,Sunday,Weekend,Light Rain,None,None,None,Medium,7,46
1080,2025-10-12 05:45,Sunday,Weekend,Rainy,None,None,None,Medium,5,51
1081,2025-10-12 06:00,Sunday,Weekend,Rainy,None,None,None,Low,4,39
1082,2025-10-12 06:15,Sunday,Weekend,Cloudy,None,None,None,Medium,9,56
1083,2025-10-12 06:30,Sunday,Weekend,Clear,None,None,None,Medium,10,70
1084,2025-10-12 06:45,Sunday,Weekend,Clear,None,None,None,Medium,5,44
1085,2025-10-12 07:00,Sunday,Weekend,Clear,None,None,None,Medium,9,65
1086,2025-10-12 07:15,Sunday,Weekend,Sunny,None,None,None,Medium,5,69
1087,2025-10-12 07:30,Sunday,Weekend,Cloudy,None,None,None,Low,4,26
1088,2025-10-12 07:45,Sunday,Weekend,Clear,None,None,None,Low,3,29
1089,2025-10-12 08:00,Sunday,Weekend,Light Rain,None,None,None,Medium,5,60
1090,2025-10-12 08:15,Sunday,Weekend,Light Rain,None,None,None,Medium,5,51
1091,2025-10-12 08:30,Sunday,Weekend,Clear,None,None,None,Low,1,23
1092,2025-10-12 08:45,Sunday,Weekend,Rainy,None,None,None,Medium,10,56
1093,2025-10-12 09:00,Sunday,Weekend,Clear,None,None,None,Low,4,30
1094,2025-10-12 09:15,Sunday,Weekend,Rainy,None,None,None,Medium,6,44
1095,2025-10-12 09:30,Sunday,Weekend,Sunny,None,None,None,Medium,7,60
1096,2025-10-12 09:45,Sunday,Weekend,Cloudy,None,None,None,Medium,10,48
1097,2025-10-12 10:00,Sunday,Weekend,Rainy,None,None,None,High,21,103
1098,2025-10-12 10:15,Sunday,Weekend,Light Rain,None,None,None,High,19,74
1099,2025-10-12 10:30,Sunday,Weekend,Cloudy,None,None,None,High,25,103
1100,2025-10-12 10:45,Sunday,Weekend,Cloudy,None,None,None,Medium,7,46
1101,2025-10-12 11:00,Sunday,Weekend,Light Rain,None,None,None,Medium,8,44
1102,2025-10-12 11:15,Sunday,Weekend,Rainy,None,None,None,Medium,5,59
1103,2025-10-12 11:30,Sunday,Weekend,Cloudy,None,None,None,Medium,10,44
1104,2025-10-12 11:45,Sunday,Weekend,Clear,None,None,None,High,10,79
1105,2025-10-12 12:00,Sunday,Weekend,Rainy,None,None,None,Medium,5,57
1106,2025-10-12 12:15,Sunday,Weekend,Clear,None,None,None,Medium,6,48
1107,2025-10-12 12:30,Sunday,Weekend,Clear,None,None,None,Medium,10,57
1108,2025-10-12 12:45,Sunday,Weekend,Light Rain,None,None,None,High,19,118
1109,2025-10-12 13:00,Sunday,Weekend,Clear,None,None,None,High,23,97
1110,2025-10-12 13:15,Sunday,Weekend,Clear,None,None,None,Medium,7,68
1111,2025-10-12 13:30,Sunday,Weekend,Clear,None,None,None,High,11,92
1112,2025-10-12 13:45,Sunday,Weekend,Clear,None,None,None,High,14,86
1113,2025-10-12 14:00,Sunday,Weekend,Light Rain,None,None,None,High,10,89
1114,2025-10-12 14:15,Sunday,Weekend,Clear,None,None,None,High,25,71
1115,2025-10-12 14:30,Sunday,Weekend,Cloudy,None,None,None,High,12,92
1116,2025-10-12 14:45,Sunday,Weekend,Clear,None,None,None,Medium,5,45
1117,2025-10-12 15:00,Sunday,Weekend,Clear,None,None,None,High,16,113
1118,2025-10-12 15:15,Sunday,Weekend,Light Rain,None,None,None,High,14,91
1119,2025-10-12 15:30,Sunday,Weekend,Clear,None,None,None,Medium,5,51
1120,2025-10-12 15:45,Sunday,Weekend,Clear,None,None,None,Medium,6,57
1121,2025-10-12 16:00,Sunday,Weekend,Cloudy,None,None,None,High,22,87
1122,2025-10-12 16:15,Sunday,Weekend,Light Rain,None,None,None,High,21,110
1123,2025-10-12 16:30,Sunday,Weekend,Light Rain,None,None,None,High,17,82
1124,2025-10-12 16:45,Sunday,Weekend,Light Rain,None,None,None,High,17,73
1125,2025-10-12 17:00,Sunday,Weekend,Cloudy,None,None,None,Medium,7,47
1126,2025-10-12 17:15,Sunday,Weekend,Sunny,None,None,None,Medium,10,55
1127,2025-10-12 17:30,Sunday,Weekend,Cloudy,None,None,None,High,24,79
1128,2025-10-12 17:45,Sunday,Weekend,Light Rain,None,None,None,Medium,7,56
1129,2025-10-12 18:00,Sunday,Weekend,Light Rain,None,None,None,High,12,104
1130,2025-10-12 18:15,Sunday,Weekend,Light Rain,None,None,None,High,14,78
1131,2025-10-12 18:30,Sunday,Weekend,Rainy,None,None,None,Medium,8,65
1132,2025-10-12 18:45,Sunday,Weekend,Light Rain,None,None,None,Medium,10,43
1133,2025-10-12 19:00,Sunday,Weekend,Cloudy,None,None,None,High,24,102
1134,2025-10-12 19:15,Sunday,Weekend,Cloudy,None,None,None,High,17,112
1135,2025-10-12 19:30,Sunday,Weekend,Clear,None,None,None,Medium,9,50
1136,2025-10-12 19:45,Sunday,Weekend,Rainy,None,None,None,Medium,9,68
1137,2025-10-12 20:00,Sunday,Weekend,Light Rain,None,None,None,High,16,82
1138,2025-10-12 20:15,Sunday,Weekend,Light Rain,None,None,None,High,10,113
1139,2025-10-12 20:30,Sunday,Weekend,Cloudy,None,None,None,High,17,95
1140,2025-10-12 20:45,Sunday,Weekend,Clear,None,None,None,High,11,100
1141,2025-10-12 21:00,Sunday,Weekend,Clear,None,None,None,High,21,87
1142,2025-10-12 21:15,Sunday,Weekend,Cloudy,None,None,None,Medium,9,41
1143,2025-10-12 21:30,Sunday,Weekend,Light Rain,None,None,None,Medium,10,62
1144,2025-10-12 21:45,Sunday,Weekend,Rainy,None,None,None,Medium,5,51
1145,2025-10-12 22:00,Sunday,Weekend,Light Rain,None,None,None,Medium,8,40
1146,2025-10-12 22:15,Sunday,Weekend,Rainy,None,None,None,Low,4,27
1147,2025-10-12 22:30,Sunday,Weekend,Rainy,None,None,None,Medium,7,62
1148,2025-10-12 22:45,Sunday,Weekend,Cloudy,None,None,None,Medium,8,49
1149,2025-10-12 23:00,Sunday,Weekend,Rainy,None,None,None,Low,3,35
1150,2025-10-12 23:15,Sunday,Weekend,Rainy,None,None,None,Medium,6,46
1151,2025-10-12 23:30,Sunday,Weekend,Clear,None,None,None,Low,3,31
1152,2025-10-12 23:45,Sunday,Weekend,Rainy,None,None,None,Low,4,38
1153,2025-10-13 00:00,Monday,Weekday,Sunny,None,None,None,Low,2,29
1154,2025-10-13 00:15,Monday,Weekday,Clear,None,None,None,Low,3,38
1155,2025-10-13 00:30,Monday,Weekday,Cloudy,None,None,None,Medium,6,56
1156,2025-10-13 00:45,Monday,Weekday,Clear,None,None,None,Medium,6,46
1157,2025-10-13 01:00,Monday,Weekday,Clear,None,None,None,Low,3,34
1158,2025-10-13 01:15,Monday,Weekday,Clear,None,None,None,Low,0,20
1159,2025-10-13 01:30,Monday,Weekday,Clear,None,None,None,Low,4,39
1160,2025-10-13 01:45,Monday,Weekday,Clear,None,None,None,Medium,8,54
1161,2025-10-13 02:00,Monday,Weekday,Clear,None,None,None,Low,1,26
1162,2025-10-13 02:15,Monday,Weekday,Light Rain,None,None,None,Medium,5,65
1163,2025-10-13 02:30,Monday,Weekday,Sunny,None,None,None,Low,5,22
1164,2025-10-13 02:45,Monday,Weekday,Clear,None,None,None,Medium,9,53
1165,2025-10-13 03:00,Monday,Weekday,Sunny,None,None,None,Medium,9,62
1166,2025-10-13 03:15,Monday,Weekday,Light Rain,None,None,None,Low,0,20
1167,2025-10-13 03:30,Monday,Weekday,Clear,None,None,None,Low,4,30
1168,2025-10-13 03:45,Monday,Weekday,Light Rain,None,None,None,Medium,10,60
1169,2025-10-13 04:00,Monday,Weekday,Light Rain,None,None,None,Low,0,39
1170,2025-10-13 04:15,Monday,Weekday,Cloudy,None,None,None,Low,1,26
1171,2025-10-13 04:30,Monday,Weekday,Cloudy,None,None,None,Medium,7,62
1172,2025-10-13 04:45,Monday,Weekday,Clear,None,None,None,Medium,6,51
1173,2025-10-13 05:00,Monday,Weekday,Cloudy,None,None,None,Low,4,34
1174,2025-10-13 05:15,Monday,Weekday,Light Rain,None,None,None,Low,2,31
1175,2025-10-13 05:30,Monday,Weekday,Light Rain,None,None,None,Low,1,32
1176,2025-10-13 05:45,Monday,Weekday,Sunny,None,None,None,Low,0,40
1177,2025-10-13 06:00,Monday,Weekday,Light Rain,None,None,None,Medium,5,45
1178,2025-10-13 06:15,Monday,Weekday,Clear,None,None,None,Medium,6,67
1179,2025-10-13 06:30,Monday,Weekday,Sunny,None,None,None,Low,4,24
1180,2025-10-13 06:45,Monday,Weekday,Light Rain,None,None,None,Medium,8,58
1181,2025-10-13 07:00,Monday,Weekday,Cloudy,None,None,None,Medium,5,59
1182,2025-10-13 07:15,Monday,Weekday,Clear,None,None,None,Medium,6,54
1183,2025-10-13 07:30,Monday,Weekday,Cloudy,None,None,None,Medium,6,62
1184,2025-10-13 07:45,Monday,Weekday,Clear,None,None,None,Medium,6,41
1185,2025-10-13 08:00,Monday,Weekday,Cloudy,None,None,None,Very High,38,132
1186,2025-10-13 08:15,Monday,Weekday,Sunny,None,None,None,High,20,84
1187,2025-10-13 08:30,Monday,Weekday,Cloudy,None,None,None,High,22,77
1188,2025-10-13 08:45,Monday,Weekday,Light Rain,None,None,None,High,24,116
1189,2025-10-13 09:00,Monday,Weekday,Clear,None,None,None,High,24,103
1190,2025-10-13 09:15,Monday,Weekday,Light Rain,None,None,None,Very High,31,193
1191,2025-10-13 09:30,Monday,Weekday,Light Rain,None,None,None,Very High,25,198
1192,2025-10-13 09:45,Monday,Weekday,Clear,None,None,None,Very High,35,141
1193,2025-10-13 10:00,Monday,Weekday,Sunny,None,None,None,Very High,41,130
1194,2025-10-13 10:15,Monday,Weekday,Clear,None,None,None,High,18,82
1195,2025-10-13 10:30,Monday,Weekday,Sunny,None,None,None,Very High,42,145
1196,2025-10-13 10:45,Monday,Weekday,Clear,None,None,None,High,10,88
1197,2025-10-13 11:00,Monday,Weekday,Light Rain,None,None,None,Low,1,23
1198,2025-10-13 11:15,Monday,Weekday,Clear,None,None,None,Medium,5,42
1199,2025-10-13 11:30,Monday,Weekday,Light Rain,None,None,None,Low,0,29
1200,2025-10-13 11:45,Monday,Weekday,Sunny,None,None,None,Low,4,21
1201,2025-10-13 12:00,Monday,Weekday,Clear,None,None,None,Medium,8,54
1202,2025-10-13 12:15,Monday,Weekday,Sunny,None,None,None,Low,3,27
1203,2025-10-13 12:30,Monday,Weekday,Cloudy,None,None,None,Medium,5,65
1204,2025-10-13 12:45,Monday,Weekday,Clear,None,None,None,Low,5,40
1205,2025-10-13 13:00,Monday,Weekday,Cloudy,None,None,None,Low,2,25
1206,2025-10-13 13:15,Monday,Weekday,Rainy,None,None,None,Medium,5,68
1207,2025-10-13 13:30,Monday,Weekday,Cloudy,None,None,None,Low,5,35
1208,2025-10-13 13:45,Monday,Weekday,Clear,None,None,None,Medium,8,62
1209,2025-10-13 14:00,Monday,Weekday,Light Rain,None,None,None,Low,1,21
1210,2025-10-13 14:15,Monday,Weekday,Rainy,None,None,None,Medium,6,54
1211,2025-10-13 14:30,Monday,Weekday,Sunny,None,None,None,Medium,6,53
1212,2025-10-13 14:45,Monday,Weekday,Clear,None,None,None,Low,0,40
1213,2025-10-13 15:00,Monday,Weekday,Clear,None,None,None,Medium,9,63
1214,2025-10-13 15:15,Monday,Weekday,Cloudy,None,None,None,Low,3,22
1215,2025-10-13 15:30,Monday,Weekday,Clear,None,None,None,Medium,8,63
1216,2025-10-13 15:45,Monday,Weekday,Clear,None,None,None,Low,2,28
1217,2025-10-13 16:00,Monday,Weekday,Cloudy,None,None,None,Medium,6,67
1218,2025-10-13 16:15,Monday,Weekday,Cloudy,None,None,None,Medium,7,56
1219,2025-10-13 16:30,Monday,Weekday,Rainy,None,None,None,Low,5,21
1220,2025-10-13 16:45,Monday,Weekday,Light Rain,None,None,None,Medium,5,65
1221,2025-10-13 17:00,Monday,Weekday,Clear,None,None,None,High,20,78
1222,2025-10-13 17:15,Monday,Weekday,Cloudy,None,None,None,High,17,90
1223,2025-10-13 17:30,Monday,Weekday,Light Rain,None,None,None,High,15,89
1224,2025-10-13 17:45,Monday,Weekday,Light Rain,None,None,None,Very High,43,155
1225,2025-10-13 18:00,Monday,Weekday,Clear,None,None,None,High,17,92
1226,2025-10-13 18:15,Monday,Weekday,Clear,None,None,None,Very High,26,169
1227,2025-10-13 18:30,Monday,Weekday,Clear,None,None,None,High,23,112
1228,2025-10-13 18:45,Monday,Weekday,Light Rain,None,None,None,Very High,38,154
1229,2025-10-13 19:00,Monday,Weekday,Clear,None,None,None,Very High,36,125
1230,2025-10-13 19:15,Monday,Weekday,Clear,None,None,None,Very High,38,200
1231,2025-10-13 19:30,Monday,Weekday,Clear,None,None,None,Very High,37,192
1232,2025-10-13 19:45,Monday,Weekday,Rainy,None,None,None,Very High,26,148
1233,2025-10-13 20:00,Monday,Weekday,Clear,None,None,None,Very High,27,152
1234,2025-10-13 20:15,Monday,Weekday,Cloudy,None,None,None,Very High,32,121
1235,2025-10-13 20:30,Monday,Weekday,Sunny,None,None,None,Very High,41,173
1236,2025-10-13 20:45,Monday,Weekday,Rainy,None,None,None,Very High,26,149
1237,2025-10-13 21:00,Monday,Weekday,Clear,None,None,None,Medium,5,42
1238,2025-10-13 21:15,Monday,Weekday,Clear,None,None,None,Medium,6,43
1239,2025-10-13 21:30,Monday,Weekday,Sunny,None,None,None,Medium,5,42
1240,2025-10-13 21:45,Monday,Weekday,Clear,None,None,None,Low,3,35
1241,2025-10-13 22:00,Monday,Weekday,Light Rain,None,None,None,Low,1,23
1242,2025-10-13 22:15,Monday,Weekday,Clear,None,None,None,Low,4,38
1243,2025-10-13 22:30,Monday,Weekday,Rainy,None,None,None,Medium,5,51
1244,2025-10-13 22:45,Monday,Weekday,Clear,None,None,None,Medium,6,64
1245,2025-10-13 23:00,Monday,Weekday,Cloudy,None,None,None,Medium,7,48
1246,2025-10-13 23:15,Monday,Weekday,Rainy,None,None,None,Medium,8,47
1247,2025-10-13 23:30,Monday,Weekday,Light Rain,None,None,None,Medium,9,56
1248,2025-10-13 23:45,Monday,Weekday,Light Rain,None,None,None,Medium,9,62
1249,2025-10-14 00:00,Tuesday,Weekday,Light Rain,None,None,None,Medium,6,67
1250,2025-10-14 00:15,Tuesday,Weekday,Light Rain,None,None,None,Medium,7,63
1251,2025-10-14 00:30,Tuesday,Weekday,Clear,None,None,None,Medium,7,55
1252,2025-10-14 00:45,Tuesday,Weekday,Light Rain,None,None,None,Low,3,21
1253,2025-10-14 01:00,Tuesday,Weekday,Cloudy,None,None,None,Medium,5,68
1254,2025-10-14 01:15,Tuesday,Weekday,Clear,None,None,None,Medium,8,66
1255,2025-10-14 01:30,Tuesday,Weekday,Cloudy,None,None,None,Low,2,29
1256,2025-10-14 01:45,Tuesday,Weekday,Rainy,None,None,None,Low,2,27
1257,2025-10-14 02:00,Tuesday,Weekday,Cloudy,None,None,None,Medium,8,47
1258,2025-10-14 02:15,Tuesday,Weekday,Clear,None,None,None,Medium,6,47
1259,2025-10-14 02:30,Tuesday,Weekday,Clear,None,None,None,Medium,6,47
1260,2025-10-14 02:45,Tuesday,Weekday,Cloudy,None,None,None,Medium,8,45
1261,2025-10-14 03:00,Tuesday,Weekday,Light Rain,None,None,None,Medium,10,45
1262,2025-10-14 03:15,Tuesday,Weekday,Light Rain,None,None,None,Medium,7,51
1263,2025-10-14 03:30,Tuesday,Weekday,Light Rain,None,None,None,Medium,8,54
1264,2025-10-14 03:45,Tuesday,Weekday,Cloudy,None,None,None,Low,4,21
1265,2025-10-14 04:00,Tuesday,Weekday,Clear,None,None,None,Medium,8,51
1266,2025-10-14 04:15,Tuesday,Weekday,Rainy,None,None,None,Low,0,24
1267,2025-10-14 04:30,Tuesday,Weekday,Rainy,None,None,None,Medium,6,59
1268,2025-10-14 04:45,Tuesday,Weekday,Clear,None,None,None,Low,5,29
1269,2025-10-14 05:00,Tuesday,Weekday,Clear,None,None,None,Medium,6,61
1270,2025-10-14 05:15,Tuesday,Weekday,Rainy,None,None,None,Medium,7,50
1271,2025-10-14 05:30,Tuesday,Weekday,Clear,None,None,None,Low,2,22
1272,2025-10-14 05:45,Tuesday,Weekday,Sunny,None,None,None,Medium,7,48
1273,2025-10-14 06:00,Tuesday,Weekday,Rainy,None,None,None,Low,3,36
1274,2025-10-14 06:15,Tuesday,Weekday,Sunny,None,None,None,Medium,8,64
1275,2025-10-14 06:30,Tuesday,Weekday,Clear,None,None,None,Low,1,37
1276,2025-10-14 06:45,Tuesday,Weekday,Cloudy,None,None,None,Low,2,22
1277,2025-10-14 07:00,Tuesday,Weekday,Sunny,None,None,None,Low,5,36
1278,2025-10-14 07:15,Tuesday,Weekday,Clear,None,None,None,Low,2,31
1279,2025-10-14 07:30,Tuesday,Weekday,Cloudy,None,None,None,Low,0,32
1280,2025-10-14 07:45,Tuesday,Weekday,Clear,None,None,None,Low,3,20
1281,2025-10-14 08:00,Tuesday,Weekday,Clear,None,None,None,High,11,98
1282,2025-10-14 08:15,Tuesday,Weekday,Sunny,None,None,None,Very High,43,120
1283,2025-10-14 08:30,Tuesday,Weekday,Cloudy,None,None,None,High,17,110
1284,2025-10-14 08:45,Tuesday,Weekday,Clear,None,None,None,Very High,25,143
1285,2025-10-14 09:00,Tuesday,Weekday,Sunny,None,None,None,High,22,120
1286,2025-10-14 09:15,Tuesday,Weekday,Clear,None,None,None,High,21,107
1287,2025-10-14 09:30,Tuesday,Weekday,Light Rain,None,None,None,High,22,120
